,year,week,date,day,time_of_day,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance,class_type_new,attendance_by_class,date-year,date-month,date-day,normalized_attendance,normalized_attendance2
471,2017,0,7/25/2017,3,2,3,0,2,25,1,1,2,214,4,149,4,2,2017,7,25,0.696261682,2
472,2017,12,10/25/2017,4,1,3,0,5,4,0,4,2,99,2,92,3,1,2017,10,25,0.929292929,2
473,2017,3,8/14/2017,1,2,3,0,4,9,0,4,2,222,1,112,4,2,2017,8,14,0.504504505,1
474,2017,7,9/11/2017,1,3,3,0,2,16,0,4,0,95,3,68,3,1,2017,9,11,0.715789474,2
475,2017,3,8/18/2017,0,1,3,0,5,6,0,4,2,185,1,82,3,1,2017,8,18,0.443243243,1
476,2017,3,8/15/2017,3,2,3,0,2,25,1,1,2,214,4,149,4,2,2017,8,15,0.696261682,2
477,2017,5,8/28/2017,1,0,3,0,0,20,0,4,2,173,2,100,3,2,2017,8,28,0.578034682,1
478,2017,5,8/28/2017,1,2,3,0,4,9,0,4,2,222,1,62,3,1,2017,8,28,0.279279279,0
479,2017,8,9/18/2017,1,2,3,0,6,19,1,4,1,109,2,39,2,1,2017,9,18,0.357798165,1
480,2017,11,10/16/2017,1,0,3,0,0,20,0,4,2,173,2,111,4,2,2017,10,16,0.641618497,2
481,2017,0,7/28/2017,0,2,3,0,2,21,0,4,2,188,1,55,3,1,2017,7,28,0.292553191,0
482,2017,3,8/16/2017,4,2,3,0,5,4,0,4,2,122,1,70,3,1,2017,8,16,0.573770492,1
483,2017,2,8/10/2017,2,1,3,0,5,6,1,4,2,183,1,105,4,2,2017,8,10,0.573770492,1
484,2017,5,8/28/2017,1,2,3,0,6,19,1,4,1,109,2,109,4,2,2017,8,28,1,2
485,2017,7,9/15/2017,0,2,3,0,2,21,0,4,2,188,1,72,3,1,2017,9,15,0.382978723,1
486,2017,11,10/16/2017,1,1,3,0,5,6,1,4,2,183,1,68,3,1,2017,10,16,0.371584699,1
487,2017,3,8/15/2017,3,3,3,0,2,16,0,4,0,234,3,181,4,2,2017,8,15,0.773504274,2
488,2017,4,8/21/2017,1,2,3,0,6,19,1,4,1,109,2,50,2,1,2017,8,21,0.458715596,1
489,2017,0,7/27/2017,2,2,3,0,0,29,0,4,2,115,2,72,3,1,2017,7,27,0.626086957,2
490,2017,6,9/5/2017,3,1,3,0,0,31,0,4,2,167,1,37,2,1,2017,9,5,0.221556886,0
491,2017,10,10/11/2017,4,2,3,0,5,4,0,4,2,122,1,55,3,1,2017,10,11,0.450819672,1
492,2017,1,8/3/2017,2,0,3,0,5,28,0,4,2,81,1,52,3,1,2017,8,3,0.641975309,2
493,2017,8,9/21/2017,2,0,3,0,5,28,0,4,2,81,1,27,1,1,2017,9,21,0.333333333,1
494,2017,3,8/16/2017,4,1,3,0,5,4,0,4,2,99,2,79,3,1,2017,8,16,0.797979798,2
495,2017,5,8/30/2017,4,0,3,0,2,21,0,4,2,219,1,107,4,2,2017,8,30,0.488584475,1
496,2017,10,10/12/2017,2,0,3,0,1,0,0,4,2,197,1,70,3,1,2017,10,12,0.355329949,1
497,2017,4,8/25/2017,0,2,3,0,5,8,0,4,2,151,2,84,3,1,2017,8,25,0.556291391,1
498,2017,0,7/27/2017,2,0,3,0,1,0,0,4,2,197,1,155,4,2,2017,7,27,0.78680203,2
499,2017,7,9/11/2017,1,1,3,0,5,6,1,4,2,183,1,88,3,1,2017,9,11,0.480874317,1
500,2017,7,9/12/2017,3,1,3,0,0,31,0,4,2,167,1,35,2,1,2017,9,12,0.209580838,0
501,2017,4,8/24/2017,2,0,3,0,5,28,0,4,2,81,1,32,2,1,2017,8,24,0.395061728,1
502,2017,6,9/6/2017,4,1,3,0,5,6,0,4,2,185,1,77,3,1,2017,9,6,0.416216216,1
503,2017,7,9/15/2017,0,0,3,0,5,28,0,2,2,128,1,40,2,1,2017,9,15,0.3125,1
504,2017,10,10/13/2017,0,0,3,0,0,29,0,4,2,94,2,75,3,1,2017,10,13,0.79787234,2
505,2017,11,10/20/2017,0,1,3,0,5,6,0,4,2,185,1,90,3,1,2017,10,20,0.486486486,1
506,2017,2,8/11/2017,0,2,3,0,2,21,0,4,2,188,1,45,2,1,2017,8,11,0.239361702,0
507,2017,5,8/30/2017,4,2,3,0,5,4,0,4,2,122,1,61,3,1,2017,8,30,0.5,1
508,2017,10,10/12/2017,2,1,3,0,5,6,1,4,2,183,1,68,3,1,2017,10,12,0.371584699,1
509,2017,3,8/14/2017,1,0,3,0,0,20,0,4,2,173,2,125,4,2,2017,8,14,0.722543353,2
510,2017,10,10/13/2017,0,2,3,0,2,21,0,4,2,188,1,28,1,1,2017,10,13,0.14893617,0
511,2017,3,8/14/2017,1,3,3,0,2,16,0,4,0,95,3,73,3,1,2017,8,14,0.768421053,2
512,2017,10,10/13/2017,0,2,3,0,5,8,0,4,2,151,2,53,3,1,2017,10,13,0.350993377,1
513,2017,4,8/25/2017,0,0,3,0,5,28,0,2,2,128,1,39,2,1,2017,8,25,0.3046875,1
514,2017,4,8/25/2017,0,0,3,0,0,29,0,4,2,94,2,75,3,1,2017,8,25,0.79787234,2
515,2017,7,9/12/2017,3,3,3,0,2,16,0,4,0,234,3,121,4,2,2017,9,12,0.517094017,1
516,2017,0,7/24/2017,1,2,3,0,6,19,1,4,1,109,2,53,3,1,2017,7,24,0.486238532,1
517,2017,10,10/11/2017,4,0,3,0,0,29,0,4,2,88,2,46,2,1,2017,10,11,0.522727273,1
518,2017,0,7/28/2017,0,2,3,0,5,8,0,4,2,151,2,97,3,1,2017,7,28,0.642384106,2
519,2017,0,7/28/2017,0,0,3,0,5,28,0,2,2,128,1,42,2,1,2017,7,28,0.328125,1
520,2017,2,8/11/2017,0,2,3,0,5,8,0,4,2,151,2,93,3,1,2017,8,11,0.61589404,2
521,2017,3,8/15/2017,3,1,3,0,0,31,0,4,2,167,1,58,3,1,2017,8,15,0.347305389,1
522,2017,0,7/27/2017,2,1,3,0,5,6,1,4,2,183,1,80,3,1,2017,7,27,0.43715847,1
523,2017,4,8/25/2017,0,2,3,0,2,21,0,4,2,188,1,44,2,1,2017,8,25,0.234042553,0
524,2017,11,10/20/2017,0,0,3,0,0,29,0,4,2,94,2,94,3,1,2017,10,20,1,2
525,2017,7,9/11/2017,1,2,3,0,6,19,1,4,1,109,2,45,2,1,2017,9,11,0.412844037,1
526,2017,1,8/1/2017,3,1,3,0,0,31,0,4,2,167,1,70,3,1,2017,8,1,0.419161677,1
527,2017,0,7/27/2017,2,3,3,0,2,16,1,4,0,126,3,105,4,2,2017,7,27,0.833333333,2
528,2017,7,9/15/2017,0,2,3,0,5,8,0,4,2,151,2,120,4,2,2017,9,15,0.794701987,2
529,2017,2,8/10/2017,2,0,3,0,5,28,0,4,2,81,1,39,2,1,2017,8,10,0.481481481,1
530,2017,1,8/1/2017,3,2,3,0,2,25,1,1,2,214,4,198,4,2,2017,8,1,0.925233645,2
531,2017,2,8/11/2017,0,0,3,0,0,29,0,4,2,94,2,82,3,1,2017,8,11,0.872340426,2
532,2017,0,7/25/2017,3,1,3,0,0,31,0,4,2,167,1,73,3,1,2017,7,25,0.437125749,1
533,2017,4,8/25/2017,0,1,3,0,5,6,0,4,2,185,1,86,3,1,2017,8,25,0.464864865,1
534,2017,5,8/28/2017,1,3,3,0,2,16,0,4,0,95,3,62,3,1,2017,8,28,0.652631579,2
535,2017,4,8/24/2017,2,3,3,0,2,16,1,4,0,126,3,108,4,2,2017,8,24,0.857142857,2
536,2017,0,7/28/2017,0,0,3,0,0,29,0,4,2,94,2,81,3,1,2017,7,28,0.861702128,2
537,2017,1,8/1/2017,3,3,3,0,2,16,0,4,0,234,3,184,4,2,2017,8,1,0.786324786,2
538,2017,1,7/31/2017,1,2,3,0,4,9,0,4,2,222,1,146,4,2,2017,7,31,0.657657658,2
539,2017,10,10/11/2017,4,1,3,0,5,6,0,4,2,185,1,67,3,1,2017,10,11,0.362162162,1
540,2017,10,10/9/2017,1,0,3,0,0,20,0,4,2,173,2,77,3,1,2017,10,9,0.445086705,1
541,2017,0,7/25/2017,3,3,3,0,2,16,0,4,0,234,3,180,4,2,2017,7,25,0.769230769,2
542,2017,4,8/24/2017,2,1,3,0,5,6,1,4,2,183,1,64,3,1,2017,8,24,0.349726776,1
543,2017,10,10/13/2017,0,1,3,0,5,6,0,4,2,185,1,59,3,1,2017,10,13,0.318918919,1
544,2017,3,8/14/2017,1,1,3,0,5,6,1,4,2,183,1,141,4,2,2017,8,14,0.770491803,2
545,2017,10,10/9/2017,1,2,3,0,4,9,0,4,2,222,1,38,2,1,2017,10,9,0.171171171,0
546,2017,4,8/24/2017,2,0,3,0,1,0,0,4,2,197,1,118,4,2,2017,8,24,0.598984772,1
547,2017,11,10/19/2017,2,2,3,0,0,29,0,4,2,115,2,31,1,1,2017,10,19,0.269565217,0
548,2017,5,8/28/2017,1,1,3,0,5,6,1,4,2,183,1,103,4,2,2017,8,28,0.56284153,1
549,2017,7,9/13/2017,4,0,3,0,2,21,0,4,2,219,1,57,3,1,2017,9,13,0.260273973,0
550,2017,2,8/10/2017,2,0,3,0,1,0,0,4,2,197,1,136,4,2,2017,8,10,0.69035533,2
551,2017,11,10/19/2017,2,3,3,0,2,16,1,4,0,126,3,51,2,1,2017,10,19,0.404761905,1
552,2017,9,10/5/2017,2,3,3,0,2,16,1,4,0,126,3,46,2,1,2017,10,5,0.365079365,1
553,2017,11,10/19/2017,2,0,3,0,1,0,0,4,2,197,1,95,3,1,2017,10,19,0.482233503,1
554,2017,1,7/31/2017,1,3,3,0,2,16,0,4,0,95,3,79,3,1,2017,7,31,0.831578947,2
555,2017,2,8/10/2017,2,3,3,0,2,16,1,4,0,126,3,81,3,1,2017,8,10,0.642857143,2
556,2017,7,9/13/2017,4,2,3,0,5,4,0,4,2,122,1,75,3,1,2017,9,13,0.614754098,2
557,2017,9,10/5/2017,2,0,3,0,5,28,0,4,2,81,1,27,1,1,2017,10,5,0.333333333,1
558,2017,3,8/14/2017,1,2,3,0,6,19,1,4,1,109,2,48,2,1,2017,8,14,0.440366972,1
559,2017,11,10/20/2017,0,2,3,0,5,8,0,4,2,151,2,44,2,1,2017,10,20,0.291390728,0
560,2017,2,8/9/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,9,1,2
561,2017,8,9/20/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,9,20,0.810810811,2
562,2017,2,8/7/2017,1,0,4,0,5,4,0,4,2,23,1,21,1,1,2017,8,7,0.913043478,2
563,2017,11,10/18/2017,4,2,4,0,0,10,0,4,2,74,1,57,3,1,2017,10,18,0.77027027,2
564,2017,8,9/18/2017,1,0,4,0,5,4,0,4,2,23,1,17,1,1,2017,9,18,0.739130435,2
565,2017,0,7/24/2017,1,1,4,0,5,28,0,2,2,79,1,31,1,1,2017,7,24,0.392405063,1
566,2017,4,8/22/2017,3,0,4,0,5,6,0,4,2,40,1,16,1,1,2017,8,22,0.4,1
567,2017,1,8/4/2017,0,0,4,0,2,16,1,4,2,58,2,18,1,1,2017,8,4,0.310344828,1
568,2017,1,8/4/2017,0,2,4,0,5,4,1,3,2,56,1,29,1,1,2017,8,4,0.517857143,1
569,2017,8,9/19/2017,3,0,4,0,5,6,0,4,2,40,1,15,1,1,2017,9,19,0.375,1
570,2017,0,7/24/2017,1,0,4,0,5,4,0,4,2,23,1,14,1,1,2017,7,24,0.608695652,2
571,2017,1,8/2/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,8,2,1,2
572,2017,2,8/7/2017,1,2,4,0,0,29,0,4,2,34,1,34,2,1,2017,8,7,1,2
573,2017,4,8/21/2017,1,1,4,0,5,28,0,2,2,79,1,32,2,1,2017,8,21,0.405063291,1
574,2017,2,8/7/2017,1,1,4,0,5,28,0,2,2,79,1,35,2,1,2017,8,7,0.443037975,1
575,2017,1,8/4/2017,0,0,4,0,5,4,0,4,2,62,1,29,1,1,2017,8,4,0.467741935,1
576,2017,7,9/14/2017,2,0,4,0,5,8,0,4,2,105,1,67,3,1,2017,9,14,0.638095238,2
577,2017,1,8/2/2017,4,2,4,0,0,29,0,4,2,97,1,96,3,1,2017,8,2,0.989690722,2
578,2017,1,8/2/2017,4,2,4,0,6,7,0,2,0,45,2,45,2,1,2017,8,2,1,2
579,2017,2,8/9/2017,4,2,4,0,0,10,0,4,2,74,1,69,3,1,2017,8,9,0.932432432,2
580,2017,9,10/4/2017,4,1,4,0,1,3,0,4,2,80,4,79,3,1,2017,10,4,0.9875,2
581,2017,3,8/17/2017,2,1,4,0,5,1,0,4,2,91,2,82,3,1,2017,8,17,0.901098901,2
582,2017,0,7/24/2017,1,2,4,0,0,29,0,4,2,34,1,30,1,1,2017,7,24,0.882352941,2
583,2017,3,8/17/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,17,1,2
584,2017,2,8/8/2017,3,0,4,0,5,6,0,4,2,40,1,23,1,1,2017,8,8,0.575,1
585,2017,5,8/31/2017,2,1,4,0,5,1,0,4,2,91,2,87,3,1,2017,8,31,0.956043956,2
586,2017,9,10/3/2017,3,0,4,0,5,6,0,4,2,40,1,12,1,1,2017,10,3,0.3,1
587,2017,9,10/4/2017,4,1,4,0,0,10,0,4,2,46,2,38,2,1,2017,10,4,0.826086957,2
588,2017,0,7/24/2017,1,0,4,0,0,31,0,4,2,97,1,88,3,1,2017,7,24,0.907216495,2
589,2017,3,8/17/2017,2,0,4,0,5,8,0,4,2,105,1,75,3,1,2017,8,17,0.714285714,2
590,2017,4,8/22/2017,3,2,4,0,0,10,0,4,2,52,1,40,2,1,2017,8,22,0.769230769,2
591,2017,5,8/31/2017,2,0,4,0,5,8,0,4,2,105,1,73,3,1,2017,8,31,0.695238095,2
592,2017,9,10/4/2017,4,2,4,0,0,10,0,4,2,74,1,58,3,1,2017,10,4,0.783783784,2
593,2017,8,9/18/2017,1,1,4,0,5,28,0,2,2,79,1,19,1,1,2017,9,18,0.240506329,0
594,2017,5,8/28/2017,1,0,4,0,5,4,0,4,2,23,1,15,1,1,2017,8,28,0.652173913,2
595,2017,2,8/9/2017,4,2,4,0,0,29,0,4,2,97,1,86,3,1,2017,8,9,0.886597938,2
596,2017,1,8/2/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,2,1,2
597,2017,1,8/4/2017,0,2,4,2,2,21,0,4,2,97,1,73,3,1,2017,8,4,0.75257732,2
598,2017,8,9/20/2017,4,1,4,0,0,10,0,4,2,46,2,41,2,1,2017,9,20,0.891304348,2
599,2017,7,9/14/2017,2,1,4,0,5,1,0,4,2,91,2,83,3,1,2017,9,14,0.912087912,2
600,2017,3,8/15/2017,3,0,4,0,5,6,0,4,2,40,1,18,1,1,2017,8,15,0.45,1
601,2017,0,7/24/2017,1,2,4,0,2,16,0,4,2,34,2,13,1,1,2017,7,24,0.382352941,1
602,2017,11,10/16/2017,1,1,4,0,5,28,0,2,2,79,1,25,1,1,2017,10,16,0.316455696,1
603,2017,0,7/25/2017,3,0,4,0,5,6,0,4,2,40,1,24,1,1,2017,7,25,0.6,1
604,2017,11,10/18/2017,4,1,4,0,0,10,0,4,2,46,2,31,1,1,2017,10,18,0.673913043,2
605,2017,3,8/18/2017,0,2,4,2,2,21,0,4,2,97,1,57,3,1,2017,8,18,0.587628866,1
606,2017,3,8/18/2017,0,2,4,0,5,4,1,3,2,56,1,31,1,1,2017,8,18,0.553571429,1
607,2017,2,8/9/2017,4,2,4,0,6,7,0,2,0,45,2,28,1,1,2017,8,9,0.622222222,2
608,2017,7,9/14/2017,2,0,4,0,0,10,0,4,2,30,2,28,1,1,2017,9,14,0.933333333,2
609,2017,0,7/26/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,7,26,1,2
610,2017,5,9/1/2017,0,2,4,2,2,21,0,4,2,97,1,47,2,1,2017,9,1,0.484536082,1
611,2017,3,8/18/2017,0,0,4,0,5,4,0,4,2,62,1,26,1,1,2017,8,18,0.419354839,1
612,2017,4,8/23/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,23,1,2
613,2017,8,9/19/2017,3,1,4,0,2,16,0,4,2,51,2,13,1,1,2017,9,19,0.254901961,0
614,2017,0,7/26/2017,4,2,4,0,0,10,0,4,2,74,1,62,3,1,2017,7,26,0.837837838,2
615,2017,0,7/25/2017,3,2,4,0,0,10,0,4,2,52,1,33,2,1,2017,7,25,0.634615385,2
616,2017,4,8/21/2017,1,2,4,0,0,29,0,4,2,34,1,34,2,1,2017,8,21,1,2
617,2017,2,8/7/2017,1,0,4,0,0,31,0,4,2,97,1,93,3,1,2017,8,7,0.958762887,2
618,2017,5,8/31/2017,2,0,4,0,0,10,0,4,2,30,2,29,1,1,2017,8,31,0.966666667,2
619,2017,2,8/8/2017,3,2,4,0,0,10,0,4,2,52,1,43,2,1,2017,8,8,0.826923077,2
620,2017,8,9/22/2017,0,0,4,0,5,4,0,4,2,62,1,13,1,1,2017,9,22,0.209677419,0
621,2017,5,8/28/2017,1,2,4,0,0,29,0,4,2,34,1,28,1,1,2017,8,28,0.823529412,2
622,2017,5,8/29/2017,3,2,4,0,0,10,0,4,2,52,1,29,1,1,2017,8,29,0.557692308,1
623,2017,7,9/14/2017,2,2,4,0,5,24,0,4,2,48,2,33,2,1,2017,9,14,0.6875,2
624,2017,8,9/19/2017,3,2,4,0,0,10,0,4,2,52,1,28,1,1,2017,9,19,0.538461538,1
625,2017,1,8/2/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,8,2,0.810810811,2
626,2017,0,7/25/2017,3,1,4,0,2,16,0,4,2,51,2,25,1,1,2017,7,25,0.490196078,1
627,2017,12,10/25/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,10,25,1,2
628,2017,5,8/30/2017,4,1,4,0,0,10,0,4,2,46,2,42,2,1,2017,8,30,0.913043478,2
629,2017,11,10/18/2017,4,2,4,0,6,7,0,2,0,45,2,40,2,1,2017,10,18,0.888888889,2
630,2017,3,8/14/2017,1,2,4,0,0,29,0,4,2,34,1,33,2,1,2017,8,14,0.970588235,2
631,2017,0,7/27/2017,2,1,4,0,5,1,0,4,2,91,2,76,3,1,2017,7,27,0.835164835,2
632,2017,7,9/15/2017,0,2,4,2,2,21,0,4,2,97,1,94,3,1,2017,9,15,0.969072165,2
633,2017,5,9/1/2017,0,0,4,0,5,4,0,4,2,62,1,20,1,1,2017,9,1,0.322580645,1
634,2017,11,10/16/2017,1,2,4,0,0,29,0,4,2,34,1,29,1,1,2017,10,16,0.852941176,2
635,2017,11,10/16/2017,1,0,4,0,0,31,0,4,2,97,1,66,3,1,2017,10,16,0.680412371,2
636,2017,10,10/11/2017,4,2,4,0,0,29,0,4,2,97,1,88,3,1,2017,10,11,0.907216495,2
637,2017,5,8/30/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,8,30,0.810810811,2
638,2017,1,7/31/2017,1,2,4,0,0,29,0,4,2,34,1,32,2,1,2017,7,31,0.941176471,2
639,2017,0,7/27/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,7,27,1,2
640,2017,4,8/21/2017,1,0,4,0,0,31,0,4,2,97,1,84,3,1,2017,8,21,0.865979381,2
641,2017,4,8/23/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,8,23,0.810810811,2
642,2017,11,10/18/2017,4,1,4,0,1,3,0,4,2,80,4,75,3,1,2017,10,18,0.9375,2
643,2017,2,8/9/2017,4,1,4,0,1,3,0,4,2,80,4,71,3,1,2017,8,9,0.8875,2
644,2017,5,8/28/2017,1,1,4,0,5,28,0,2,2,79,1,76,3,1,2017,8,28,0.962025316,2
645,2017,3,8/16/2017,4,2,4,0,0,10,0,4,2,74,1,62,3,1,2017,8,16,0.837837838,2
646,2017,7,9/13/2017,4,2,4,0,0,10,0,4,2,74,1,64,3,1,2017,9,13,0.864864865,2
647,2017,2,8/8/2017,3,1,4,0,2,16,0,4,2,51,2,13,1,1,2017,8,8,0.254901961,0
648,2017,5,8/28/2017,1,0,4,0,0,31,0,4,2,97,1,95,3,1,2017,8,28,0.979381443,2
649,2017,4,8/25/2017,0,0,4,0,5,4,0,4,2,62,1,16,1,1,2017,8,25,0.258064516,0
650,2017,4,8/25/2017,0,2,4,0,5,4,1,3,2,56,1,18,1,1,2017,8,25,0.321428571,1
651,2017,3,8/14/2017,1,0,4,0,5,4,0,4,2,23,1,13,1,1,2017,8,14,0.565217391,1
652,2017,4,8/25/2017,0,2,4,2,2,21,0,4,2,97,1,54,3,1,2017,8,25,0.556701031,1
653,2017,5,9/1/2017,0,2,4,0,5,4,1,3,2,56,1,26,1,1,2017,9,1,0.464285714,1
654,2017,3,8/14/2017,1,1,4,0,5,28,0,2,2,79,1,32,2,1,2017,8,14,0.405063291,1
655,2017,9,10/6/2017,0,2,4,0,5,4,1,3,2,56,1,19,1,1,2017,10,6,0.339285714,1
656,2017,7,9/11/2017,1,0,4,0,5,4,0,4,2,23,1,18,1,1,2017,9,11,0.782608696,2
657,2017,0,7/28/2017,0,2,4,0,5,4,1,3,2,56,1,26,1,1,2017,7,28,0.464285714,1
658,2017,0,7/26/2017,4,2,4,0,6,7,0,2,0,45,2,43,2,1,2017,7,26,0.955555556,2
659,2017,10,10/12/2017,2,1,4,0,5,1,0,4,2,91,2,87,3,1,2017,10,12,0.956043956,2
660,2017,8,9/18/2017,1,0,4,0,0,31,0,4,2,97,1,63,3,1,2017,9,18,0.649484536,2
661,2017,7,9/15/2017,0,2,4,0,5,4,1,3,2,56,1,54,3,1,2017,9,15,0.964285714,2
662,2017,2,8/10/2017,2,1,4,0,5,1,0,4,2,91,2,91,3,1,2017,8,10,1,2
663,2017,8,9/21/2017,2,0,4,0,0,10,0,4,2,30,2,27,1,1,2017,9,21,0.9,2
664,2017,5,8/29/2017,3,0,4,0,5,6,0,4,2,40,1,18,1,1,2017,8,29,0.45,1
665,2017,2,8/11/2017,0,2,4,0,5,4,1,3,2,56,1,32,2,1,2017,8,11,0.571428571,1
666,2017,3,8/15/2017,3,2,4,0,0,10,0,4,2,52,1,36,2,1,2017,8,15,0.692307692,2
667,2017,10,10/10/2017,3,0,4,0,5,6,0,4,2,40,1,13,1,1,2017,10,10,0.325,1
668,2017,4,8/24/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,24,1,2
669,2017,1,8/3/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,3,1,2
670,2017,11,10/18/2017,4,2,4,0,0,29,0,4,2,97,1,85,3,1,2017,10,18,0.87628866,2
671,2017,7,9/15/2017,0,0,4,0,5,4,0,4,2,62,1,48,2,1,2017,9,15,0.774193548,2
672,2017,7,9/11/2017,1,0,4,0,0,31,0,4,2,97,1,69,3,1,2017,9,11,0.711340206,2
673,2017,7,9/11/2017,1,2,4,0,0,29,0,4,2,34,1,26,1,1,2017,9,11,0.764705882,2
674,2017,4,8/23/2017,4,2,4,0,0,29,0,4,2,97,1,87,3,1,2017,8,23,0.896907216,2
675,2017,1,7/31/2017,1,0,4,0,0,31,0,4,2,97,1,87,3,1,2017,7,31,0.896907216,2
676,2017,10,10/13/2017,0,0,4,0,5,4,0,4,2,62,1,12,1,1,2017,10,13,0.193548387,0
677,2017,0,7/26/2017,4,1,4,0,1,3,0,4,2,80,4,78,3,1,2017,7,26,0.975,2
678,2017,4,8/24/2017,2,0,4,0,5,8,0,4,2,105,1,102,4,2,2017,8,24,0.971428571,2
679,2017,1,8/1/2017,3,0,4,0,5,6,0,4,2,40,1,24,1,1,2017,8,1,0.6,1
680,2017,1,8/3/2017,2,0,4,0,5,8,0,4,2,105,1,88,3,1,2017,8,3,0.838095238,2
681,2017,4,8/24/2017,2,1,4,0,5,1,0,4,2,91,2,87,3,1,2017,8,24,0.956043956,2
682,2017,2,8/11/2017,0,0,4,0,5,4,0,4,2,62,1,24,1,1,2017,8,11,0.387096774,1
683,2017,7,9/13/2017,4,1,4,0,0,10,0,4,2,46,2,45,2,1,2017,9,13,0.97826087,2
684,2017,2,8/11/2017,0,2,4,2,2,21,0,4,2,97,1,54,3,1,2017,8,11,0.556701031,1
685,2017,3,8/14/2017,1,0,4,0,0,31,0,4,2,97,1,77,3,1,2017,8,14,0.793814433,2
686,2017,0,7/26/2017,4,2,4,0,0,29,0,4,2,97,1,87,3,1,2017,7,26,0.896907216,2
687,2017,9,10/3/2017,3,2,4,0,0,10,0,4,2,52,1,29,1,1,2017,10,3,0.557692308,1
688,2017,8,9/20/2017,4,2,4,0,6,7,0,2,0,45,2,30,1,1,2017,9,20,0.666666667,2
689,2017,10,10/12/2017,2,0,4,0,5,8,0,4,2,105,1,57,3,1,2017,10,12,0.542857143,1
690,2017,10,10/13/2017,0,2,4,2,2,21,0,4,2,97,1,34,2,1,2017,10,13,0.350515464,1
691,2017,2,8/10/2017,2,0,4,0,5,8,0,4,2,105,1,82,3,1,2017,8,10,0.780952381,2
692,2017,10,10/11/2017,4,1,4,0,0,10,0,4,2,46,2,34,2,1,2017,10,11,0.739130435,2
693,2017,10,10/11/2017,4,1,4,0,1,3,0,4,2,80,4,69,3,1,2017,10,11,0.8625,2
694,2017,11,10/20/2017,0,2,4,0,5,4,1,3,2,56,1,20,1,1,2017,10,20,0.357142857,1
695,2017,1,7/31/2017,1,0,4,0,5,4,0,4,2,23,1,23,1,1,2017,7,31,1,2
696,2017,5,8/30/2017,4,2,4,0,0,29,0,4,2,97,1,83,3,1,2017,8,30,0.855670103,2
697,2017,10,10/12/2017,2,0,4,0,0,10,0,4,2,30,2,23,1,1,2017,10,12,0.766666667,2
698,2017,1,7/31/2017,1,1,4,0,5,28,0,2,2,79,1,38,2,1,2017,7,31,0.481012658,1
699,2017,10,10/10/2017,3,2,4,0,0,10,0,4,2,52,1,28,1,1,2017,10,10,0.538461538,1
700,2017,11,10/20/2017,0,2,4,2,2,21,0,4,2,97,1,48,2,1,2017,10,20,0.494845361,1
701,2017,10,10/13/2017,0,2,4,0,5,4,1,3,2,56,1,26,1,1,2017,10,13,0.464285714,1
702,2017,0,7/27/2017,2,0,4,0,5,8,0,4,2,105,1,74,3,1,2017,7,27,0.704761905,2
703,2017,11,10/19/2017,2,1,4,0,5,1,0,4,2,91,2,85,3,1,2017,10,19,0.934065934,2
704,2017,5,8/30/2017,4,2,4,0,6,7,0,2,0,45,2,45,2,1,2017,8,30,1,2
705,2017,10,10/11/2017,4,2,4,0,6,7,0,2,0,45,2,40,2,1,2017,10,11,0.888888889,2
706,2017,10,10/11/2017,4,2,4,0,0,10,0,4,2,74,1,60,3,1,2017,10,11,0.810810811,2
707,2017,7,9/11/2017,1,1,4,0,5,28,0,2,2,79,1,18,1,1,2017,9,11,0.227848101,0
708,2017,7,9/12/2017,3,2,4,0,0,10,0,4,2,52,1,37,2,1,2017,9,12,0.711538462,2
709,2017,3,8/16/2017,4,1,4,0,0,10,0,4,2,46,2,46,2,1,2017,8,16,1,2
710,2017,2,8/10/2017,2,0,4,0,0,10,0,4,2,30,2,30,1,1,2017,8,10,1,2
711,2017,4,8/23/2017,4,1,4,0,1,3,0,4,2,80,4,80,3,1,2017,8,23,1,2
712,2017,7,9/13/2017,4,2,4,0,0,29,0,4,2,97,1,89,3,1,2017,9,13,0.917525773,2
713,2017,11,10/19/2017,2,0,4,0,5,8,0,4,2,105,1,91,3,1,2017,10,19,0.866666667,2
714,2017,10,10/9/2017,1,1,4,0,5,28,0,2,2,79,1,14,1,1,2017,10,9,0.17721519,0
715,2017,10,10/9/2017,1,2,4,0,0,29,0,4,2,34,1,34,2,1,2017,10,9,1,2
716,2017,1,8/3/2017,2,1,4,0,5,1,0,4,2,91,2,91,3,1,2017,8,3,1,2
