,year,week,date,day,time_of_day,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance,class_type_new,attendance_by_class,date-year,date-month,date-day,normalized_attendance,normalized_attendance2
227,2017,5,8/30/2017,4,1,2,0,5,28,0,2,2,385,1,67,3,1,2017,8,30,0.174025974,0
228,2017,2,8/10/2017,2,1,2,0,6,7,1,2,2,304,1,117,4,2,2017,8,10,0.384868421,1
229,2017,10,10/12/2017,2,2,2,0,2,16,0,4,2,409,1,62,3,1,2017,10,12,0.151589242,0
230,2017,4,8/25/2017,0,0,2,0,5,15,0,4,2,386,1,96,3,1,2017,8,25,0.248704663,0
231,2017,4,8/25/2017,0,0,2,0,2,16,1,4,2,455,2,193,4,2,2017,8,25,0.424175824,1
232,2017,6,9/6/2017,4,2,2,0,5,8,0,4,2,447,1,91,3,1,2017,9,6,0.203579418,0
233,2017,3,8/16/2017,4,2,2,0,5,8,0,4,2,447,1,115,4,2,2017,8,16,0.257270694,0
234,2017,10,10/13/2017,0,2,2,0,5,8,0,4,2,291,2,58,3,1,2017,10,13,0.199312715,0
235,2017,11,10/16/2017,1,2,2,0,2,16,0,4,2,457,2,87,3,1,2017,10,16,0.190371991,0
236,2017,7,9/13/2017,4,2,2,0,2,16,0,4,2,409,2,105,4,2,2017,9,13,0.256723716,0
237,2017,7,9/11/2017,1,0,2,0,5,28,0,4,2,403,1,93,3,1,2017,9,11,0.230769231,0
238,2017,3,8/16/2017,4,1,2,0,5,28,0,2,2,385,1,102,4,2,2017,8,16,0.264935065,0
239,2017,8,9/18/2017,1,2,2,0,2,16,0,4,2,457,2,101,4,2,2017,9,18,0.221006565,0
240,2017,7,9/13/2017,4,1,2,0,5,28,0,2,2,385,1,104,4,2,2017,9,13,0.27012987,0
241,2017,5,8/30/2017,4,0,2,0,5,28,0,4,2,403,1,90,3,1,2017,8,30,0.223325062,0
242,2017,10,10/10/2017,3,2,2,0,2,16,0,4,2,452,2,60,3,1,2017,10,10,0.132743363,0
243,2017,10,10/12/2017,2,1,2,0,6,7,1,2,2,304,1,84,3,1,2017,10,12,0.276315789,0
244,2017,1,8/1/2017,3,1,2,2,2,21,0,4,2,55,1,55,3,1,2017,8,1,1,2
245,2017,3,8/16/2017,4,1,2,0,6,12,0,4,2,381,2,95,3,1,2017,8,16,0.249343832,0
246,2017,5,8/31/2017,2,0,2,0,5,15,0,4,2,419,1,70,3,1,2017,8,31,0.167064439,0
247,2017,5,8/29/2017,3,1,2,0,2,16,0,4,2,459,2,133,4,2,2017,8,29,0.289760349,0
248,2017,6,9/5/2017,3,0,2,0,6,11,0,4,2,366,2,135,4,2,2017,9,5,0.368852459,1
249,2017,8,9/18/2017,1,2,2,0,5,15,0,4,2,419,1,139,4,2,2017,9,18,0.331742243,1
250,2017,10,10/11/2017,4,0,2,0,5,28,0,4,2,403,1,61,3,1,2017,10,11,0.151364764,0
251,2017,3,8/16/2017,4,0,2,0,5,28,0,4,2,403,1,95,3,1,2017,8,16,0.23573201,0
252,2017,5,8/30/2017,4,2,2,0,2,16,0,4,2,409,2,138,4,2,2017,8,30,0.337408313,1
253,2017,10,10/10/2017,3,1,2,0,2,16,0,4,2,459,2,100,3,2,2017,10,10,0.217864924,0
254,2017,0,7/28/2017,0,2,2,0,5,8,0,4,2,291,2,136,4,2,2017,7,28,0.467353952,1
255,2017,5,8/28/2017,1,1,2,0,2,16,1,4,2,447,2,68,3,1,2017,8,28,0.15212528,0
256,2017,7,9/15/2017,0,0,2,0,5,15,0,4,2,386,1,190,4,2,2017,9,15,0.492227979,1
257,2017,7,9/13/2017,4,0,2,0,5,15,0,4,2,386,1,123,4,2,2017,9,13,0.31865285,1
258,2017,6,9/6/2017,4,1,2,0,6,12,0,4,2,381,2,63,3,1,2017,9,6,0.165354331,0
259,2017,11,10/16/2017,1,1,2,0,2,17,0,4,0,320,1,123,4,2,2017,10,16,0.384375,1
260,2017,7,9/13/2017,4,0,2,0,2,16,0,4,2,457,1,132,4,2,2017,9,13,0.288840263,0
261,2017,5,8/29/2017,3,0,2,0,6,11,0,4,2,366,2,153,4,2,2017,8,29,0.418032787,1
262,2017,5,8/30/2017,4,0,2,0,5,15,0,4,2,386,1,103,4,2,2017,8,30,0.266839378,0
263,2017,10,10/11/2017,4,1,2,0,5,28,0,2,2,385,1,48,2,1,2017,10,11,0.124675325,0
264,2017,1,8/1/2017,3,0,2,0,6,11,0,4,2,366,2,165,4,2,2017,8,1,0.450819672,1
265,2017,0,7/25/2017,3,0,2,0,6,11,0,4,2,366,2,160,4,2,2017,7,25,0.43715847,1
266,2017,10,10/13/2017,0,2,2,0,5,15,0,4,2,419,1,51,2,1,2017,10,13,0.121718377,0
267,2017,5,8/28/2017,1,2,2,0,2,16,0,4,2,457,2,151,4,2,2017,8,28,0.330415755,1
268,2017,1,8/1/2017,3,2,2,0,5,8,0,4,2,381,2,207,5,2,2017,8,1,0.543307087,1
269,2017,3,8/14/2017,1,0,2,0,5,28,0,4,2,403,1,110,4,2,2017,8,14,0.272952854,0
270,2017,5,8/28/2017,1,0,2,0,5,28,0,4,2,403,1,78,3,1,2017,8,28,0.193548387,0
271,2017,4,8/25/2017,0,2,2,0,5,8,0,4,2,291,2,104,4,2,2017,8,25,0.357388316,1
272,2017,4,8/24/2017,2,2,2,0,5,28,0,2,2,271,1,58,3,1,2017,8,24,0.21402214,0
273,2017,4,8/24/2017,2,1,2,0,5,28,0,2,2,385,1,50,2,1,2017,8,24,0.12987013,0
274,2017,1,7/31/2017,1,2,2,0,5,15,0,4,2,419,1,207,5,2,2017,7,31,0.494033413,1
275,2017,5,8/30/2017,4,1,2,0,6,12,0,4,2,381,2,84,3,1,2017,8,30,0.220472441,0
276,2017,0,7/28/2017,0,0,2,0,2,16,1,4,2,455,2,266,5,2,2017,7,28,0.584615385,1
277,2017,11,10/20/2017,0,0,2,0,5,15,0,4,2,386,1,61,3,1,2017,10,20,0.158031088,0
278,2017,10,10/11/2017,4,0,2,0,5,15,0,4,2,386,1,109,4,2,2017,10,11,0.28238342,0
279,2017,11,10/16/2017,1,0,2,0,2,17,0,4,2,424,2,122,4,2,2017,10,16,0.287735849,0
280,2017,4,8/24/2017,2,0,2,0,5,8,0,4,2,447,1,140,4,2,2017,8,24,0.313199105,1
281,2017,7,9/14/2017,2,2,2,0,2,16,0,4,2,452,1,106,4,2,2017,9,14,0.234513274,0
282,2017,6,9/6/2017,4,2,2,0,2,16,0,4,2,409,2,105,4,2,2017,9,6,0.256723716,0
283,2017,2,8/11/2017,0,2,2,0,5,8,0,4,2,291,2,134,4,2,2017,8,11,0.4604811,1
284,2017,7,9/12/2017,3,0,2,0,6,11,0,4,2,366,2,126,4,2,2017,9,12,0.344262295,1
285,2017,7,9/11/2017,1,2,2,0,2,16,0,4,2,457,2,134,4,2,2017,9,11,0.29321663,0
286,2017,3,8/15/2017,3,2,2,0,2,16,0,4,2,452,2,86,3,1,2017,8,15,0.190265487,0
287,2017,7,9/13/2017,4,2,2,0,5,8,0,4,2,447,1,84,3,1,2017,9,13,0.187919463,0
288,2017,7,9/13/2017,4,3,2,0,6,22,0,4,0,62,1,55,3,1,2017,9,13,0.887096774,2
289,2017,10,10/12/2017,2,0,2,0,5,15,0,4,2,419,1,81,3,1,2017,10,12,0.193317422,0
290,2017,10,10/12/2017,2,0,2,0,0,29,0,4,2,354,2,83,3,1,2017,10,12,0.234463277,0
291,2017,4,8/24/2017,2,1,2,0,6,7,1,2,2,304,1,87,3,1,2017,8,24,0.286184211,0
292,2017,6,9/6/2017,4,0,2,0,5,15,0,4,2,386,1,107,4,2,2017,9,6,0.277202073,0
293,2017,2,8/10/2017,2,2,2,0,5,28,0,2,2,271,1,69,3,1,2017,8,10,0.254612546,0
294,2017,2,8/10/2017,2,1,2,0,5,28,0,2,2,385,1,63,3,1,2017,8,10,0.163636364,0
295,2017,10,10/11/2017,4,2,2,0,2,16,0,4,2,409,2,80,3,1,2017,10,11,0.195599022,0
296,2017,11,10/20/2017,0,2,2,0,5,8,0,4,2,291,2,72,3,1,2017,10,20,0.24742268,0
297,2017,10,10/11/2017,4,3,2,0,6,22,0,4,0,62,1,50,2,1,2017,10,11,0.806451613,2
298,2017,7,9/11/2017,1,1,2,0,2,17,0,4,0,320,1,144,4,2,2017,9,11,0.45,1
299,2017,7,9/13/2017,4,0,2,0,5,28,0,4,2,403,1,113,4,2,2017,9,13,0.280397022,0
300,2017,7,9/12/2017,3,2,2,0,5,8,0,4,2,381,2,143,4,2,2017,9,12,0.375328084,1
301,2017,2,8/10/2017,2,0,2,0,5,8,0,4,2,447,1,184,4,2,2017,8,10,0.41163311,1
302,2017,5,8/30/2017,4,2,2,0,5,8,0,4,2,447,1,78,3,1,2017,8,30,0.174496644,0
303,2017,10,10/13/2017,0,0,2,0,5,15,0,4,2,386,1,89,3,1,2017,10,13,0.230569948,0
304,2017,11,10/16/2017,1,2,2,0,5,15,0,4,2,419,1,107,4,2,2017,10,16,0.255369928,0
305,2017,1,7/31/2017,1,0,2,0,5,28,0,4,2,403,1,118,4,2,2017,7,31,0.29280397,0
306,2017,7,9/12/2017,3,2,2,0,2,16,0,4,2,452,2,99,3,1,2017,9,12,0.219026549,0
307,2017,6,9/6/2017,4,0,2,0,2,16,0,4,2,457,1,156,4,2,2017,9,6,0.341356674,1
308,2017,10,10/11/2017,4,2,2,0,5,8,0,4,2,447,1,58,3,1,2017,10,11,0.129753915,0
309,2017,2,8/11/2017,0,0,2,0,2,16,1,4,2,455,2,227,5,2,2017,8,11,0.498901099,1
310,2017,10,10/11/2017,4,1,2,0,6,12,0,4,2,381,2,57,3,1,2017,10,11,0.149606299,0
311,2017,10,10/11/2017,4,0,2,0,2,16,0,4,2,457,1,106,4,2,2017,10,11,0.231947484,0
312,2017,10,10/12/2017,2,2,2,0,2,16,0,4,2,452,1,77,3,1,2017,10,12,0.170353982,0
313,2017,10,10/10/2017,3,2,2,0,5,8,0,4,2,381,2,112,4,2,2017,10,10,0.293963255,0
314,2017,7,9/11/2017,1,1,2,0,2,16,1,4,2,447,2,60,3,1,2017,9,11,0.134228188,0
315,2017,7,9/12/2017,3,1,2,0,2,16,0,4,2,459,2,121,4,2,2017,9,12,0.263616558,0
316,2017,1,7/31/2017,1,2,2,0,2,16,0,4,2,457,2,193,4,2,2017,7,31,0.422319475,1
317,2017,2,8/9/2017,4,2,3,0,5,4,0,4,2,122,1,73,3,1,2017,8,9,0.598360656,1
318,2017,2,8/9/2017,4,0,3,0,2,21,0,4,2,219,1,111,4,2,2017,8,9,0.506849315,1
319,2017,4,8/23/2017,4,1,3,0,5,6,0,4,2,185,1,100,3,2,2017,8,23,0.540540541,1
320,2017,9,10/4/2017,4,1,3,0,5,4,0,4,2,99,2,53,3,1,2017,10,4,0.535353535,1
321,2017,8,9/20/2017,4,1,3,0,5,6,0,4,2,185,1,159,4,2,2017,9,20,0.859459459,2
322,2017,4,8/23/2017,4,2,3,0,2,17,0,4,2,134,2,28,1,1,2017,8,23,0.208955224,0
323,2017,11,10/18/2017,4,1,3,0,5,4,0,4,2,99,2,53,3,1,2017,10,18,0.535353535,1
324,2017,1,8/4/2017,0,0,3,0,5,28,0,2,2,128,1,52,3,1,2017,8,4,0.40625,1
325,2017,11,10/18/2017,4,0,3,0,2,21,0,4,2,219,1,60,3,1,2017,10,18,0.273972603,0
326,2017,4,8/23/2017,4,0,3,0,0,29,0,4,2,88,2,49,2,1,2017,8,23,0.556818182,1
327,2017,6,9/7/2017,2,2,3,0,0,29,0,4,2,115,2,33,2,1,2017,9,7,0.286956522,0
328,2017,9,10/4/2017,4,1,3,0,5,6,0,4,2,185,1,64,3,1,2017,10,4,0.345945946,1
329,2017,9,10/4/2017,4,0,3,0,2,21,0,4,2,219,1,82,3,1,2017,10,4,0.374429224,1
330,2017,0,7/24/2017,1,2,3,0,4,9,0,4,2,222,1,125,4,2,2017,7,24,0.563063063,1
331,2017,8,9/20/2017,4,0,3,0,2,21,0,4,2,219,1,70,3,1,2017,9,20,0.319634703,1
332,2017,1,8/3/2017,2,1,3,0,5,6,1,4,2,183,1,105,4,2,2017,8,3,0.573770492,1
333,2017,2,8/9/2017,4,1,3,0,5,4,0,4,2,99,2,91,3,1,2017,8,9,0.919191919,2
334,2017,8,9/22/2017,0,1,3,0,5,6,0,4,2,185,1,50,2,1,2017,9,22,0.27027027,0
335,2017,2,8/9/2017,4,2,3,0,2,17,0,4,2,134,2,34,2,1,2017,8,9,0.253731343,0
336,2017,8,9/20/2017,4,0,3,0,0,29,0,4,2,88,2,40,2,1,2017,9,20,0.454545455,1
337,2017,1,8/4/2017,0,2,3,0,2,21,0,4,2,188,1,69,3,1,2017,8,4,0.367021277,1
338,2017,1,8/4/2017,0,2,3,0,5,8,0,4,2,151,2,91,3,1,2017,8,4,0.602649007,2
339,2017,1,8/4/2017,0,1,3,0,5,6,0,4,2,185,1,101,4,2,2017,8,4,0.545945946,1
340,2017,9,10/4/2017,4,0,3,0,0,29,0,4,2,88,2,42,2,1,2017,10,4,0.477272727,1
341,2017,8,9/18/2017,1,2,3,0,4,9,0,4,2,222,1,70,3,1,2017,9,18,0.315315315,1
342,2017,9,10/4/2017,4,2,3,0,5,4,0,4,2,122,1,49,2,1,2017,10,4,0.401639344,1
343,2017,1,8/4/2017,0,0,3,0,0,29,0,4,2,94,2,93,3,1,2017,8,4,0.989361702,2
344,2017,11,10/18/2017,4,2,3,0,5,4,0,4,2,122,1,47,2,1,2017,10,18,0.385245902,1
345,2017,12,10/23/2017,1,2,3,0,4,9,0,4,2,222,1,25,1,1,2017,10,23,0.112612613,0
346,2017,8,9/20/2017,4,2,3,0,5,4,0,4,2,122,1,55,3,1,2017,9,20,0.450819672,1
347,2017,1,8/3/2017,2,0,3,0,1,0,0,4,2,197,1,142,4,2,2017,8,3,0.720812183,2
348,2017,11,10/18/2017,4,0,3,0,0,29,0,4,2,88,2,36,2,1,2017,10,18,0.409090909,1
349,2017,4,8/22/2017,3,2,3,0,2,25,1,1,2,214,4,178,4,2,2017,8,22,0.831775701,2
350,2017,5,8/31/2017,2,0,3,0,5,28,0,4,2,81,1,28,1,1,2017,8,31,0.345679012,1
351,2017,2,8/8/2017,3,1,3,0,0,31,0,4,2,167,1,81,3,1,2017,8,8,0.48502994,1
352,2017,2,8/8/2017,3,2,3,0,2,25,1,1,2,214,4,174,4,2,2017,8,8,0.813084112,2
353,2017,5,8/31/2017,2,3,3,0,2,16,1,4,0,126,3,78,3,1,2017,8,31,0.619047619,2
354,2017,3,8/17/2017,2,0,3,0,5,28,0,4,2,81,1,36,2,1,2017,8,17,0.444444444,1
355,2017,3,8/17/2017,2,3,3,0,2,16,1,4,0,126,3,77,3,1,2017,8,17,0.611111111,2
356,2017,1,8/2/2017,4,1,3,0,5,4,0,4,2,99,2,99,3,1,2017,8,2,1,2
357,2017,6,9/6/2017,4,2,3,0,5,4,0,4,2,122,1,49,2,1,2017,9,6,0.401639344,1
358,2017,2,8/9/2017,4,1,3,0,5,6,0,4,2,185,1,127,4,2,2017,8,9,0.686486486,2
359,2017,2,8/9/2017,4,0,3,0,0,29,0,4,2,88,2,57,3,1,2017,8,9,0.647727273,2
360,2017,4,8/22/2017,3,3,3,0,2,16,0,4,0,234,3,102,4,2,2017,8,22,0.435897436,1
361,2017,4,8/21/2017,1,2,3,0,4,9,0,4,2,222,1,103,4,2,2017,8,21,0.463963964,1
362,2017,5,8/31/2017,2,2,3,0,0,29,0,4,2,115,2,40,2,1,2017,8,31,0.347826087,1
363,2017,3,8/18/2017,0,2,3,0,5,8,0,4,2,151,2,80,3,1,2017,8,18,0.529801325,1
364,2017,2,8/7/2017,1,2,3,0,4,9,0,4,2,222,1,127,4,2,2017,8,7,0.572072072,1
365,2017,8,9/19/2017,3,2,3,0,2,25,1,1,2,214,4,124,4,2,2017,9,19,0.579439252,1
366,2017,7,9/14/2017,2,0,3,0,5,28,0,4,2,81,1,69,3,1,2017,9,14,0.851851852,2
367,2017,11,10/17/2017,3,2,3,0,2,25,1,1,2,214,4,80,3,1,2017,10,17,0.373831776,1
368,2017,11,10/16/2017,1,2,3,0,4,9,0,4,2,222,1,43,2,1,2017,10,16,0.193693694,0
369,2017,4,8/23/2017,4,0,3,0,2,21,0,4,2,219,1,109,4,2,2017,8,23,0.497716895,1
370,2017,12,10/26/2017,2,3,3,0,2,16,1,4,0,126,3,49,2,1,2017,10,26,0.388888889,1
371,2017,4,8/22/2017,3,1,3,0,0,31,0,4,2,167,1,43,2,1,2017,8,22,0.25748503,0
372,2017,1,8/3/2017,2,2,3,0,0,29,0,4,2,115,2,80,3,1,2017,8,3,0.695652174,2
373,2017,4,8/21/2017,1,1,3,0,5,6,1,4,2,183,1,112,4,2,2017,8,21,0.612021858,2
374,2017,8,9/22/2017,0,2,3,0,5,8,0,4,2,151,2,49,2,1,2017,9,22,0.324503311,1
375,2017,9,10/6/2017,0,2,3,0,5,8,0,4,2,151,2,60,3,1,2017,10,6,0.397350993,1
376,2017,2,8/7/2017,1,0,3,0,0,20,0,4,2,173,2,133,4,2,2017,8,7,0.768786127,2
377,2017,6,9/4/2017,1,2,3,0,4,9,0,4,2,222,1,71,3,1,2017,9,4,0.31981982,1
378,2017,3,8/17/2017,2,2,3,0,0,29,0,4,2,115,2,51,2,1,2017,8,17,0.443478261,1
379,2017,6,9/4/2017,1,0,3,0,0,20,0,4,2,173,2,106,4,2,2017,9,4,0.612716763,2
380,2017,1,8/2/2017,4,2,3,0,5,4,0,4,2,122,1,96,3,1,2017,8,2,0.786885246,2
381,2017,7,9/14/2017,2,3,3,0,2,16,1,4,0,126,3,65,3,1,2017,9,14,0.515873016,1
382,2017,12,10/26/2017,2,0,3,0,1,0,0,4,2,197,1,119,4,2,2017,10,26,0.604060914,2
383,2017,0,7/26/2017,4,0,3,0,0,29,0,4,2,88,2,75,3,1,2017,7,26,0.852272727,2
384,2017,9,10/6/2017,0,1,3,0,5,6,0,4,2,185,1,52,3,1,2017,10,6,0.281081081,0
385,2017,4,8/21/2017,1,3,3,0,2,16,0,4,0,95,3,81,3,1,2017,8,21,0.852631579,2
386,2017,7,9/14/2017,2,1,3,0,5,6,1,4,2,183,1,55,3,1,2017,9,14,0.300546448,1
387,2017,5,8/31/2017,2,0,3,0,1,0,0,4,2,197,1,84,3,1,2017,8,31,0.426395939,1
388,2017,4,8/21/2017,1,0,3,0,0,20,0,4,2,173,2,70,3,1,2017,8,21,0.404624277,1
389,2017,3,8/18/2017,0,0,3,0,5,28,0,2,2,128,1,37,2,1,2017,8,18,0.2890625,0
390,2017,2,8/8/2017,3,3,3,0,2,16,0,4,0,234,3,181,4,2,2017,8,8,0.773504274,2
391,2017,0,7/24/2017,1,0,3,0,0,20,0,4,2,173,2,136,4,2,2017,7,24,0.786127168,2
392,2017,6,9/6/2017,4,1,3,0,5,4,0,4,2,99,2,25,1,1,2017,9,6,0.252525253,0
393,2017,0,7/24/2017,1,3,3,0,2,16,0,4,0,95,3,74,3,1,2017,7,24,0.778947368,2
394,2017,8,9/18/2017,1,3,3,0,2,16,0,4,0,95,3,46,2,1,2017,9,18,0.484210526,1
395,2017,1,8/2/2017,4,0,3,0,2,21,0,4,2,219,1,140,4,2,2017,8,2,0.639269406,2
396,2017,8,9/20/2017,4,1,3,0,5,4,0,4,2,99,2,99,3,1,2017,9,20,1,2
397,2017,5,9/1/2017,0,2,3,0,5,8,0,4,2,151,2,76,3,1,2017,9,1,0.503311258,1
398,2017,5,9/1/2017,0,2,3,0,2,21,0,4,2,188,1,25,1,1,2017,9,1,0.132978723,0
399,2017,7,9/14/2017,2,0,3,0,1,0,0,4,2,197,1,61,3,1,2017,9,14,0.30964467,1
400,2017,5,8/31/2017,2,1,3,0,5,6,1,4,2,183,1,51,2,1,2017,8,31,0.278688525,0
401,2017,6,9/5/2017,3,3,3,0,2,16,0,4,0,234,3,127,4,2,2017,9,5,0.542735043,1
402,2017,9,10/3/2017,3,2,3,0,2,25,1,1,2,214,4,104,4,2,2017,10,3,0.485981308,1
403,2017,2,8/7/2017,1,3,3,0,2,16,0,4,0,95,3,81,3,1,2017,8,7,0.852631579,2
404,2017,3,8/18/2017,0,0,3,0,0,29,0,4,2,94,2,89,3,1,2017,8,18,0.946808511,2
405,2017,10,10/9/2017,1,1,3,0,5,6,1,4,2,183,1,78,3,1,2017,10,9,0.426229508,1
406,2017,9,10/6/2017,0,0,3,0,0,29,0,4,2,94,2,80,3,1,2017,10,6,0.85106383,2
407,2017,3,8/17/2017,2,1,3,0,5,6,1,4,2,183,1,70,3,1,2017,8,17,0.382513661,1
408,2017,2,8/7/2017,1,2,3,0,6,19,1,4,1,109,2,61,3,1,2017,8,7,0.559633028,1
409,2017,0,7/26/2017,4,2,3,0,5,4,0,4,2,122,1,79,3,1,2017,7,26,0.647540984,2
410,2017,6,9/6/2017,4,0,3,0,0,29,0,4,2,88,2,38,2,1,2017,9,6,0.431818182,1
411,2017,4,8/23/2017,4,2,3,0,5,4,0,4,2,122,1,72,3,1,2017,8,23,0.590163934,1
412,2017,7,9/14/2017,2,2,3,0,0,29,0,4,2,115,2,32,2,1,2017,9,14,0.27826087,0
413,2017,3,8/17/2017,2,0,3,0,1,0,0,4,2,197,1,127,4,2,2017,8,17,0.644670051,2
414,2017,6,9/4/2017,1,3,3,0,2,16,0,4,0,95,3,91,3,1,2017,9,4,0.957894737,2
415,2017,8,9/21/2017,2,2,3,0,0,29,0,4,2,115,2,27,1,1,2017,9,21,0.234782609,0
416,2017,7,9/13/2017,4,1,3,0,5,6,0,4,2,185,1,86,3,1,2017,9,13,0.464864865,1
417,2017,5,8/30/2017,4,0,3,0,0,29,0,4,2,88,2,30,1,1,2017,8,30,0.340909091,1
418,2017,0,7/26/2017,4,0,3,0,2,21,0,4,2,219,1,141,4,2,2017,7,26,0.643835616,2
419,2017,0,7/26/2017,4,1,3,0,5,6,0,4,2,185,1,118,4,2,2017,7,26,0.637837838,2
420,2017,5,9/1/2017,0,1,3,0,5,6,0,4,2,185,1,65,3,1,2017,9,1,0.351351351,1
421,2017,10,10/12/2017,2,3,3,0,2,16,1,4,0,126,3,107,4,2,2017,10,12,0.849206349,2
422,2017,9,10/3/2017,3,3,3,0,2,16,0,4,0,234,3,58,3,1,2017,10,3,0.247863248,0
423,2017,2,8/7/2017,1,1,3,0,5,6,1,4,2,183,1,143,4,2,2017,8,7,0.781420765,2
424,2017,8,9/21/2017,2,1,3,0,5,6,1,4,2,183,1,35,2,1,2017,9,21,0.191256831,0
425,2017,6,9/4/2017,1,1,3,0,5,6,1,4,2,183,1,90,3,1,2017,9,4,0.491803279,1
426,2017,8,9/22/2017,0,0,3,0,0,29,0,4,2,94,2,80,3,1,2017,9,22,0.85106383,2
427,2017,6,9/5/2017,3,2,3,0,2,25,1,1,2,214,4,160,4,2,2017,9,5,0.747663551,2
428,2017,3,8/16/2017,4,1,3,0,5,6,0,4,2,185,1,95,3,1,2017,8,16,0.513513514,1
429,2017,11,10/17/2017,3,3,3,0,2,16,0,4,0,234,3,131,4,2,2017,10,17,0.55982906,1
430,2017,10,10/9/2017,1,2,3,0,6,19,1,4,1,109,2,41,2,1,2017,10,9,0.376146789,1
431,2017,5,8/30/2017,4,1,3,0,5,6,0,4,2,185,1,157,4,2,2017,8,30,0.848648649,2
432,2017,10,10/10/2017,3,1,3,0,0,31,0,4,2,167,1,34,2,1,2017,10,10,0.203592814,0
433,2017,0,7/26/2017,4,2,3,0,2,17,0,4,2,134,2,81,3,1,2017,7,26,0.604477612,2
434,2017,5,8/30/2017,4,1,3,0,5,4,0,4,2,99,2,65,3,1,2017,8,30,0.656565657,2
435,2017,1,8/2/2017,4,2,3,0,2,17,0,4,2,134,2,47,2,1,2017,8,2,0.350746269,1
436,2017,5,8/29/2017,3,1,3,0,0,31,0,4,2,167,1,41,2,1,2017,8,29,0.245508982,0
437,2017,3,8/18/2017,0,2,3,0,2,21,0,4,2,188,1,52,3,1,2017,8,18,0.276595745,0
438,2017,3,8/16/2017,4,2,3,0,2,17,0,4,2,134,2,38,2,1,2017,8,16,0.28358209,0
439,2017,1,8/3/2017,2,3,3,0,2,16,1,4,0,126,3,108,4,2,2017,8,3,0.857142857,2
440,2017,5,9/1/2017,0,0,3,0,5,28,0,2,2,128,1,27,1,1,2017,9,1,0.2109375,0
441,2017,9,10/5/2017,2,1,3,0,5,6,1,4,2,183,1,46,2,1,2017,10,5,0.25136612,0
442,2017,10,10/11/2017,4,1,3,0,5,4,0,4,2,99,2,41,2,1,2017,10,11,0.414141414,1
443,2017,1,7/31/2017,1,2,3,0,6,19,1,4,1,109,2,71,3,1,2017,7,31,0.651376147,2
444,2017,10,10/10/2017,3,3,3,0,2,16,0,4,0,234,3,112,4,2,2017,10,10,0.478632479,1
445,2017,10,10/10/2017,3,2,3,0,2,25,1,1,2,214,4,115,4,2,2017,10,10,0.537383178,1
446,2017,1,8/2/2017,4,0,3,0,0,29,0,4,2,88,2,72,3,1,2017,8,2,0.818181818,2
447,2017,11,10/16/2017,1,2,3,0,6,19,1,4,1,109,2,52,3,1,2017,10,16,0.47706422,1
448,2017,5,8/29/2017,3,3,3,0,2,16,0,4,0,234,3,136,4,2,2017,8,29,0.581196581,1
449,2017,3,8/16/2017,4,0,3,0,0,29,0,4,2,88,2,53,3,1,2017,8,16,0.602272727,2
450,2017,0,7/24/2017,1,1,3,0,5,6,1,4,2,183,1,130,4,2,2017,7,24,0.710382514,2
451,2017,7,9/11/2017,1,2,3,0,4,9,0,4,2,222,1,73,3,1,2017,9,11,0.328828829,1
452,2017,7,9/12/2017,3,2,3,0,2,25,1,1,2,214,4,141,4,2,2017,9,12,0.658878505,2
453,2017,5,8/29/2017,3,2,3,0,2,25,1,1,2,214,4,180,4,2,2017,8,29,0.841121495,2
454,2017,8,9/18/2017,1,1,3,0,5,6,1,4,2,183,1,85,3,1,2017,9,18,0.464480874,1
455,2017,9,10/5/2017,2,0,3,0,1,0,0,4,2,197,1,65,3,1,2017,10,5,0.329949239,1
456,2017,11,10/19/2017,2,1,3,0,5,6,1,4,2,183,1,40,2,1,2017,10,19,0.218579235,0
457,2017,1,7/31/2017,1,1,3,0,5,6,1,4,2,183,1,160,4,2,2017,7,31,0.87431694,2
458,2017,10,10/12/2017,2,2,3,0,0,29,0,4,2,115,2,29,1,1,2017,10,12,0.252173913,0
459,2017,7,9/15/2017,0,1,3,0,5,6,0,4,2,185,1,55,3,1,2017,9,15,0.297297297,0
460,2017,9,10/3/2017,3,1,3,0,0,31,0,4,2,167,1,26,1,1,2017,10,3,0.155688623,0
461,2017,0,7/27/2017,2,0,3,0,5,28,0,4,2,81,1,41,2,1,2017,7,27,0.50617284,1
462,2017,7,9/11/2017,1,0,3,0,0,20,0,4,2,173,2,123,4,2,2017,9,11,0.710982659,2
463,2017,11,10/16/2017,1,3,3,0,2,16,0,4,0,95,3,54,3,1,2017,10,16,0.568421053,1
464,2017,6,9/4/2017,1,2,3,0,6,19,1,4,1,109,2,48,2,1,2017,9,4,0.440366972,1
465,2017,7,9/15/2017,0,0,3,0,0,29,0,4,2,94,2,85,3,1,2017,9,15,0.904255319,2
466,2017,10,10/11/2017,4,0,3,0,2,21,0,4,2,219,1,68,3,1,2017,10,11,0.310502283,1
467,2017,7,9/13/2017,4,0,3,0,0,29,0,4,2,88,2,41,2,1,2017,9,13,0.465909091,1
468,2017,0,7/28/2017,0,1,3,0,5,6,0,4,2,185,1,87,3,1,2017,7,28,0.47027027,1
469,2017,10,10/9/2017,1,3,3,0,2,16,0,4,0,95,3,54,3,1,2017,10,9,0.568421053,1
470,2017,2,8/11/2017,0,1,3,0,5,6,0,4,2,185,1,83,3,1,2017,8,11,0.448648649,1
